wav_filename,wav_filesize,transcript
./train/waves/VIVOSSPK15/VIVOSSPK15_054.wav,86080,sẽ mở ra thênh thang
./train/waves/VIVOSSPK25/VIVOSSPK25_046.wav,232080,khi những hi vọng của tương lai có ý nghĩa hơn với bạn so với những lỗi lầm trong quá khứ
./train/waves/VIVOSSPK21/VIVOSSPK21_214.wav,90080,ba mươi bốn ba mươi lăm
./train/waves/VIVOSSPK05/VIVOSSPK05_R129.wav,122044,phía sau nắp hộp là bàn tay bê bết máu
./train/waves/VIVOSSPK28/VIVOSSPK28_034.wav,182080,điều luật này nhằm xoá bỏ chế độ đa thê và xác lập quyền bình đẳng giới trong hôn nhân
./train/waves/VIVOSSPK10/VIVOSSPK10_R082.wav,61044,ở một vùng cao
./train/waves/VIVOSSPK09/VIVOSSPK09_T009.wav,80044,có ai khen em đẹp không
./train/waves/VIVOSSPK27/VIVOSSPK27_201.wav,268080,ngay cả việc dám đứng trước bá quan thiên hạ mà hát đã là quá chuyên rồi
./train/waves/VIVOSSPK42/VIVOSSPK42_225.wav,87026,chị đưa tôi một phong bì bảo đó là tiền bồi dưỡng
./train/waves/VIVOSSPK42/VIVOSSPK42_141.wav,112026,cậu con út cho rằng tốt hơn hết là về quê bạn sẽ
./train/waves/VIVOSSPK13/VIVOSSPK13_154.wav,126080,chúng ta cần phải thận trọng hơn trong lời nói
./train/waves/VIVOSSPK40/VIVOSSPK40_182.wav,134026,bàn tay bà như đã đưa sẵn từ lúc nào để tôi bám vào
./train/waves/VIVOSSPK42/VIVOSSPK42_166.wav,106026,giá như tụi tôi có thể khởi đầu buổi tối nầy trở lại
./train/waves/VIVOSSPK34/VIVOSSPK34_167.wav,192080,mà ngay cả dấu hiệu ấy thì nói lên được điều gì muốn giả dối thì người phụ nữ vẫn làm được cơ mà
./train/waves/VIVOSSPK45/VIVOSSPK45_141.wav,122026,mọi người giơ tay vẫy vẫy chào tạm biệt tôi và bố
./train/waves/VIVOSSPK33/VIVOSSPK33_162.wav,140080,giờ đây chúng tôi có chút ít lợi thế về tâm lý ở lượt về
./train/waves/VIVOSSPK10/VIVOSSPK10_R125.wav,108044,để xem những sợi chỉ mong manh kia
./train/waves/VIVOSSPK07/VIVOSSPK07_R133.wav,144044,xuất hiện trong nhà một phụ nữ đang vắng chồng
./train/waves/VIVOSSPK26/VIVOSSPK26_243.wav,284080,người mỹ không có ý định đứng về bên nào trong cuộc chiến phe phái hay đứng giữa làn đạn của các phe phái thù địch
./train/waves/VIVOSSPK10/VIVOSSPK10_R049.wav,123044,bà sáu bốc cho tôi thử một miếng mứt
./train/waves/VIVOSSPK27/VIVOSSPK27_222.wav,268080,vì vậy khi thấy thị trường mới đảo chiều được mấy ngày thì ngân hàng chưa bán vội
./train/waves/VIVOSSPK17/VIVOSSPK17_053.wav,54080,tuần tra lên cột mốc
./train/waves/VIVOSSPK20/VIVOSSPK20_261.wav,78080,thú vui của ta là tra tấn tinh thần
./train/waves/VIVOSSPK11/VIVOSSPK11_T022.wav,105044,chuyện vậy mà nó cũng làm được
./train/waves/VIVOSSPK36/VIVOSSPK36_196.wav,162080,còn trường hợp người tiêu dùng đem trả lại bình cho đại lý ai sẽ hoàn tiền cho họ
./train/waves/VIVOSSPK43/VIVOSSPK43_069.wav,80026,kết quả bạn đã có một đôi môi sang trọng gợi cảm
./train/waves/VIVOSSPK45/VIVOSSPK45_056.wav,144026,có em điều kiện khá giả cũng có em hoàn cảnh gia đình khó khăn
./train/waves/VIVOSSPK38/VIVOSSPK38_226.wav,198080,và trí tuệ của bạn thiếu xúc cảm tinh tế để có thể chia sẻ lắng nghe hay đồng cảm với người khác
./train/waves/VIVOSSPK35/VIVOSSPK35_198.wav,411080,số tiền này sẽ được cộng vào tài khoản của người nhận đồng thời sẽ được trừ đi trong tài khoản người gửi
./train/waves/VIVOSSPK32/VIVOSSPK32_037.wav,171080,nạn tham nhũng tràn lan thường bắt đầu từ những vụ vặt vãnh nào đó
./train/waves/VIVOSSPK41/VIVOSSPK41_170.wav,118026,những điều hay ho tinh tế bị che khuất bởi các ngôn từ khó nghe
./train/waves/VIVOSSPK19/VIVOSSPK19_295.wav,104080,cầu chúa ban phước cho anh
./train/waves/VIVOSSPK30/VIVOSSPK30_033.wav,260080,điều này có nghĩa là một cuộc bầu cử mới sẽ được tổ chức để thành lập quốc hội và thiết lập một chính phủ mới
./train/waves/VIVOSSPK22/VIVOSSPK22_082.wav,68080,điều tôi muốn nói ở đây
./train/waves/VIVOSSPK32/VIVOSSPK32_100.wav,212080,sắp tới mé lưới rồi không không đừng nhảy tới nữa bay đi đi bay đi
./train/waves/VIVOSSPK34/VIVOSSPK34_119.wav,125080,ban công trổ ra phụ thuộc vào con hẻm và độ cao của ban công
./train/waves/VIVOSSPK39/VIVOSSPK39_118.wav,266080,đây là quyết định ở tầm vĩ mô không nhìn thuần túy về mặt kinh tế mà nhìn ở mặt phát triển kinh tế xã hội của cả khu vực
./train/waves/VIVOSSPK11/VIVOSSPK11_R051.wav,118044,đang làm nhiệm vụ canh gác bảo tàng
./train/waves/VIVOSSPK44/VIVOSSPK44_072.wav,112026,phí nhiều giấy tờ và nước bọt để bàn cãi trong thời gian qua
./train/waves/VIVOSSPK37/VIVOSSPK37_071.wav,233080,sớm tinh mơ từng đoàn sư sãi trong tấm áo choàng màu vàng cam lũ lượt đi khắp các nẻo đường
./train/waves/VIVOSSPK04/VIVOSSPK04_R189.wav,102044,tuy nhiên việc thiếu thốn các tiêu chuẩn an toàn
./train/waves/VIVOSSPK28/VIVOSSPK28_062.wav,144080,bảo nói cứ đến khu phố tây hỏi bảo xích lô người ta chỉ cho
./train/waves/VIVOSSPK42/VIVOSSPK42_182.wav,128026,học để có thêm kiến thức về quê chăm sóc đàn heo bò cũng tốt
./train/waves/VIVOSSPK30/VIVOSSPK30_060.wav,250080,như vậy là bạn có thể sử dụng được nhiều số điện thoại của nhiều nhà cung cấp dịch vụ chỉ trên một sim
./train/waves/VIVOSSPK45/VIVOSSPK45_282.wav,144026,phim thời xa vắng đáp ứng yếu tố lạ cho giới trẻ
./train/waves/VIVOSSPK19/VIVOSSPK19_053.wav,70080,lĩnh vực khí nhạc
./train/waves/VIVOSSPK11/VIVOSSPK11_R145.wav,97044,hôm nay là một ngày đặc biệt
./train/waves/VIVOSSPK42/VIVOSSPK42_035.wav,115026,đẩy mạnh tiến trình sắp xếp cổ phần hóa doanh nghiệp nhà nước
./train/waves/VIVOSSPK13/VIVOSSPK13_166.wav,65080,nhiều lúc đau quá
./train/waves/VIVOSSPK15/VIVOSSPK15_040.wav,126080,cũng gây ra những tổn thương về lâu dài
./train/waves/VIVOSSPK31/VIVOSSPK31_232.wav,210080,tôi sinh ra ở lào nhưng gia đình anh em ai cũng biết nói tiếng việt hết con rồi cháu đều sõi tiếng việt
./train/waves/VIVOSSPK29/VIVOSSPK29_189.wav,185080,lẽ dĩ nhiên cái thị xã này là hạt nhân bên cạnh hàng chục cây số đồi núi
./train/waves/VIVOSSPK09/VIVOSSPK09_R062.wav,151044,chó đưa vào giết mổ phải có giấy chứng nhận tiêm phòng bệnh dại
./train/waves/VIVOSSPK18/VIVOSSPK18_146.wav,62080,văn bản nhấn mạnh cuộc chiếm đóng
./train/waves/VIVOSSPK22/VIVOSSPK22_183.wav,122080,phải xem xét lại kế hoạch cải tổ của mình
./train/waves/VIVOSSPK12/VIVOSSPK12_R063.wav,119044,họ sẽ trao cây gậy trách nhiệm cho lãnh đạo mới
./train/waves/VIVOSSPK44/VIVOSSPK44_190.wav,92026,càng đọc càng thấy buồn vì sự cẩu thả của người viết sách
./train/waves/VIVOSSPK41/VIVOSSPK41_216.wav,98026,áo dài việt nam không chỉ đơn giản là vấn đề mỹ học
./train/waves/VIVOSSPK45/VIVOSSPK45_244.wav,130026,đoàn giám sát cũng có một số đề xuất kiến nghị
./train/waves/VIVOSSPK11/VIVOSSPK11_R050.wav,122044,những ngón chân lơ đãng ngoay ngoáy
./train/waves/VIVOSSPK34/VIVOSSPK34_074.wav,164080,cũng như có những sự việc thoạt nhìn chẳng có sự liên quan gì đến nhau nhưng thực ra có những mối liên hệ
./train/waves/VIVOSSPK26/VIVOSSPK26_238.wav,238080,cho nên người làm công của ông này không cho chó cắn người mới là lạ
./train/waves/VIVOSSPK45/VIVOSSPK45_095.wav,129026,việc tăng ca ở công ty của phượng được xếp vào hàng kỷ lục
./train/waves/VIVOSSPK16/VIVOSSPK16_275.wav,119080,tôi không thấy gì là đúng khi tăng giá xe vào các dịp tết
./train/waves/VIVOSSPK42/VIVOSSPK42_052.wav,115026,cuộc sống của tôi cũng bắt đầu có ngã rẽ từ đây
./train/waves/VIVOSSPK05/VIVOSSPK05_R025.wav,88044,và làm bạn cảm thấy hạnh phúc
./train/waves/VIVOSSPK19/VIVOSSPK19_049.wav,113080,giữa một bãi hoa cúc đại đóa hàng trăm chậu
./train/waves/VIVOSSPK21/VIVOSSPK21_105.wav,130080,quan điểm giáo dục là quốc sách hàng đầu
./train/waves/VIVOSSPK30/VIVOSSPK30_107.wav,293080,hiện chưa rõ cuộc bầu cử mới sẽ được tiến hành dưới hình thức nào vì các bên có ý kiến khác nhau về vấn đề này
./train/waves/VIVOSSPK08/VIVOSSPK08_T002.wav,77044,bọn ma cô lên ngôi
./train/waves/VIVOSSPK27/VIVOSSPK27_147.wav,280080,xếp sách để nhìn lại xem gu sách của mình là gì có những thay đổi nào theo thời gian
./train/waves/VIVOSSPK02/VIVOSSPK02_R102.wav,118044,đau tăng khi đi lại nhiều và giảm khi nghỉ ngơi
./train/waves/VIVOSSPK44/VIVOSSPK44_079.wav,97026,chấn chỉnh sử dụng đất của doanh nghiệp có vốn nhà nước
./train/waves/VIVOSSPK38/VIVOSSPK38_087.wav,210080,thông minh nhân tạo công cụ hỗ trợ tìm kiếm có kiến thức ngữ nghĩa học như một thủ thư
./train/waves/VIVOSSPK18/VIVOSSPK18_298.wav,98080,mưu sự tại nhân thành sự tại thiên
./train/waves/VIVOSSPK20/VIVOSSPK20_234.wav,64080,bảy mươi bốn bảy mươi lăm
./train/waves/VIVOSSPK15/VIVOSSPK15_063.wav,216080,ôm lấy núi non gò đảo lắm hình lắm dạng như nhím xù lông
./train/waves/VIVOSSPK33/VIVOSSPK33_199.wav,298080,khối vuông ở dưới khối tròn ở trên là gì nếu biểu hiện cho ý tưởng trời tròn đất vuông thì rất thông thường
./train/waves/VIVOSSPK18/VIVOSSPK18_158.wav,70080,khươn lươn khươn không chịu trả nợ
./train/waves/VIVOSSPK21/VIVOSSPK21_004.wav,84080,cây bấc thường mọc ven bờ ao
./train/waves/VIVOSSPK13/VIVOSSPK13_151.wav,123080,vấn đề ở chỗ loại bơ này được đánh giá
./train/waves/VIVOSSPK22/VIVOSSPK22_187.wav,146080,làm cho cơn sốt chứng khoán bớt hung hãn
./train/waves/VIVOSSPK19/VIVOSSPK19_014.wav,97080,việc người dân phải nhận quyết định
./train/waves/VIVOSSPK40/VIVOSSPK40_196.wav,128026,có tên trong danh sách được miễn thuế sử dụng đất ở vì thuộc diện
./train/waves/VIVOSSPK34/VIVOSSPK34_071.wav,274080,dối ba mẹ là học thêm môn lý khóa đặc biệt để sau này thi hai khối rồi đốt số tiền này vào cơn nghiện mu của mình
./train/waves/VIVOSSPK20/VIVOSSPK20_044.wav,82080,nghĩa của từ chổi sể
./train/waves/VIVOSSPK12/VIVOSSPK12_R190.wav,100044,xu hướng du khách chọn các điểm đến gần
./train/waves/VIVOSSPK18/VIVOSSPK18_011.wav,108080,là một khoảng cách vừa đủ để các đấu sĩ không bị phân tán
./train/waves/VIVOSSPK06/VIVOSSPK06_R091.wav,139044,chàng sẽ hểnh mũi và nhanh chóng thực hiện ngay
./train/waves/VIVOSSPK44/VIVOSSPK44_178.wav,80026,điều trị bệnh khớp bằng đông dược lợi hại ra sao
./train/waves/VIVOSSPK06/VIVOSSPK06_R142.wav,104044,từ xương cốt chúa sơn lâm
./train/waves/VIVOSSPK28/VIVOSSPK28_019.wav,264080,thuốc súc họng được bào chế dưới dạng dung dịch hoặc thuốc bột dùng để pha trước khi sử dụng
./train/waves/VIVOSSPK34/VIVOSSPK34_251.wav,225080,lượng độ ẩm cân bằng trên da bị thay đổi bề mặt da bóng nhờn nhưng da lại đang trong tình trạng mất nước trầm trọng
./train/waves/VIVOSSPK37/VIVOSSPK37_116.wav,223080,tôi đã từng rất tức giận khi báo chí thì cứ ra rả là cần phải chống hát nhép
./train/waves/VIVOSSPK26/VIVOSSPK26_065.wav,177080,tuy nhiên việc bùng nổ này có cần thiết không thì lại là chuyện khác
./train/waves/VIVOSSPK07/VIVOSSPK07_R084.wav,161044,hai tỉ xuống đường mà đường thì chẳng thấy đâu
./train/waves/VIVOSSPK06/VIVOSSPK06_R163.wav,128044,được ghi lại trong bức ảnh cuối cùng của cuội
./train/waves/VIVOSSPK28/VIVOSSPK28_015.wav,224080,phòng chúng tôi nghĩ ra được một chủ đề bảo đảm không đụng hàng là hà nội dáng kiều thơm
./train/waves/VIVOSSPK42/VIVOSSPK42_049.wav,136026,sẽ có bao nhiêu hãng phim trụ nổi trước cơn lốc thị trường
./train/waves/VIVOSSPK10/VIVOSSPK10_R007.wav,80044,bác tư re
./train/waves/VIVOSSPK38/VIVOSSPK38_194.wav,255080,nói rằng cô bỗng dưng bị thu hút bởi chuyện mình là ai và thế giới từ đâu ra đến nỗi không có thời gian chơi cầu lông ư
./train/waves/VIVOSSPK09/VIVOSSPK09_T013.wav,94044,đi mua sắm chung với tao không
./train/waves/VIVOSSPK11/VIVOSSPK11_R123.wav,154044,bởi xen lẫn trong các bóng hồng xắt rau rửa cá
./train/waves/VIVOSSPK29/VIVOSSPK29_175.wav,190080,giá trị lớn nhất giá trị nhỏ nhất của hàm số trên một tập hợp số
./train/waves/VIVOSSPK19/VIVOSSPK19_139.wav,85080,nhưng câu chuyện vẫn chưa dừng lại
./train/waves/VIVOSSPK35/VIVOSSPK35_066.wav,488080,ta ẩn mình trong cái am cỏ để theo dõi những đoàn nhà sư ngày ngày đi vào kinh thành khất thực sau đó trở về tịnh xá
./train/waves/VIVOSSPK15/VIVOSSPK15_025.wav,98080,dân tài xế ngang tàng đến thế
./train/waves/VIVOSSPK22/VIVOSSPK22_160.wav,116080,đừng lãng phí bất kỳ khoảnh khắc quý báu nào
./train/waves/VIVOSSPK17/VIVOSSPK17_068.wav,66080,sôi réo cạnh tranh đã hình thành
./train/waves/VIVOSSPK43/VIVOSSPK43_023.wav,130026,từ trong bờ nhìn ra thấy đèn sáng choang nghe tiếng trống tiếng chiêng
./train/waves/VIVOSSPK02/VIVOSSPK02_T014.wav,72044,cô ba có ở nhà không
./train/waves/VIVOSSPK08/VIVOSSPK08_R005.wav,64044,thược dược đen
./train/waves/VIVOSSPK40/VIVOSSPK40_198.wav,107026,và hình như cuộc trò chuyện bắt đầu từ trong tiềm thức
./train/waves/VIVOSSPK23/VIVOSSPK23_031.wav,138080,rắn nhìn người chung quanh hút gió rồi rúc xuống đất vụn để ẩn mình
./train/waves/VIVOSSPK21/VIVOSSPK21_128.wav,78080,khiến tôi khốn khổ
./train/waves/VIVOSSPK27/VIVOSSPK27_198.wav,196080,anh à em mới vừa đi tiệm uốn tóc để sửa sang lại chút đỉnh
./train/waves/VIVOSSPK02/VIVOSSPK02_R129.wav,108044,cùng nhiều chi tiết chức năng hỗ trợ khác
./train/waves/VIVOSSPK13/VIVOSSPK13_107.wav,158080,trung quốc sẽ thiếu hụt phụ nữ trong những năm tới
./train/waves/VIVOSSPK19/VIVOSSPK19_004.wav,93080,còn hơn phải cạp cái thứ lôm côm
./train/waves/VIVOSSPK06/VIVOSSPK06_R086.wav,110044,mà quảng nam cần chú ý
./train/waves/VIVOSSPK42/VIVOSSPK42_106.wav,116026,dường như khi ngôn từ câm lặng thì tâm hồn lên tiếng
./train/waves/VIVOSSPK45/VIVOSSPK45_245.wav,134026,những tờ tiền vung vãi ra sàn nhà như những mảnh giấy vụn
./train/waves/VIVOSSPK11/VIVOSSPK11_T017.wav,100044,bác vẫn chưa trả tiền cho tôi đây nhé
./train/waves/VIVOSSPK27/VIVOSSPK27_208.wav,295080,thương yêu nhân dân vô hạn là thương yêu từng người từng trường hợp cụ thể
./train/waves/VIVOSSPK23/VIVOSSPK23_002.wav,158080,ấm áp dịu dàng lãng mạn là những xu hướng trang điểm của các bạn gái trong mùa này
./train/waves/VIVOSSPK30/VIVOSSPK30_046.wav,257080,tôi sống một mình nhưng không cô đơn bởi trong căn nhà hiện tại của tôi bên mỹ đầy ắp hình ảnh quê hương
./train/waves/VIVOSSPK35/VIVOSSPK35_140.wav,352080,trong khi đó màu trắng đem lại cho bạn vẻ thơ ngây thuần khiết thật trong sáng
./train/waves/VIVOSSPK28/VIVOSSPK28_058.wav,184080,đôi tình nhân lừa đảo án tình đồng môn cảnh sát nội ứng tân sơn nhất
./train/waves/VIVOSSPK08/VIVOSSPK08_R062.wav,120044,khí hậu biến đổi đã làm nảy sinh một loại hình du lịch mới
./train/waves/VIVOSSPK40/VIVOSSPK40_064.wav,130026,hai cuốn sách này cũng nhanh chóng được in ra với số lượng lớn
./train/waves/VIVOSSPK08/VIVOSSPK08_R145.wav,140044,hãy thử và chờ xem điều gì sẽ xảy ra
./train/waves/VIVOSSPK35/VIVOSSPK35_156.wav,382080,thời sinh viên tôi cũng từng đi phát kim tiêm phát bao cao su cho các đối tượng xã hội
./train/waves/VIVOSSPK22/VIVOSSPK22_299.wav,102080,hết tuần này tao về rước nó đi
./train/waves/VIVOSSPK28/VIVOSSPK28_040.wav,226080,đi bộ vài bước chúng leo lên xe vít ga lẫn vào dòng người tấp nập trên phố cuối năm
./train/waves/VIVOSSPK44/VIVOSSPK44_028.wav,112026,trên xe ai có rác gì cứ hạ kính xe xuống vứt ra ngoài
./train/waves/VIVOSSPK05/VIVOSSPK05_R190.wav,130044,thế là cô bé xé vụn các tã giấy xài rồi
./train/waves/VIVOSSPK20/VIVOSSPK20_095.wav,108080,cái tôi cần là hình ảnh một con bé con ba tuổi
./train/waves/VIVOSSPK34/VIVOSSPK34_177.wav,152080,tất cả mọi người phải là một khối thống nhất phải đoàn kết thì mới thắng lợi
./train/waves/VIVOSSPK37/VIVOSSPK37_019.wav,202080,anh bật cười cúi đầu mắc cỡ tự biết mình không có dáng vẻ của một nhà văn
./train/waves/VIVOSSPK21/VIVOSSPK21_095.wav,179080,nên rốt cục bộ phải tuyên bố dự án tốt đẹp ấy bị phá sản
./train/waves/VIVOSSPK14/VIVOSSPK14_155.wav,158080,nhưng tôi thích xem bộ phim truyện phát ngay sau chương trình này
./train/waves/VIVOSSPK29/VIVOSSPK29_162.wav,221080,trong khi đó lầu năm góc cho biết họ không nhận được thông tin nào về vụ tấn công nói trên
./train/waves/VIVOSSPK36/VIVOSSPK36_091.wav,167080,hai mũi này sẽ gặp nhau kết hợp lại để tạo ra một cộng đồng kinh tế chung ở khu vực này
./train/waves/VIVOSSPK21/VIVOSSPK21_097.wav,100080,những chiến dịch đầy lôi
./train/waves/VIVOSSPK21/VIVOSSPK21_120.wav,120080,chúc bạn luôn khỏe và yêu đời
./train/waves/VIVOSSPK43/VIVOSSPK43_100.wav,78026,và nội dung chủ yếu của cuốn sách này là hành động
./train/waves/VIVOSSPK18/VIVOSSPK18_114.wav,126080,sự giả định ở đây là chúng ta nên bắt chước các cỗ máy
./train/waves/VIVOSSPK16/VIVOSSPK16_093.wav,84080,với hàng chục điều có lợi ai cũng nhận thấy
./train/waves/VIVOSSPK44/VIVOSSPK44_034.wav,104026,thành ra xóm này đẻ thêm một cái hộ nghèo nhỏ xíu nữa
./train/waves/VIVOSSPK05/VIVOSSPK05_R031.wav,81044,nhưng chỉ được mấy trăm thước
./train/waves/VIVOSSPK36/VIVOSSPK36_216.wav,227080,à thế này lúc sáng có đứa làm công vô lau phòng rồi thì không hiểu sao cái bấm ghim bốc hơi mất luôn
./train/waves/VIVOSSPK09/VIVOSSPK09_T021.wav,112044,tuần này ông thầy có vô thường xuyên không
./train/waves/VIVOSSPK15/VIVOSSPK15_175.wav,96080,tai đau và mắt nhìn thấy hai hình song
./train/waves/VIVOSSPK34/VIVOSSPK34_129.wav,139080,tuy nhiên không được phép nóng vội và càng không được phép cảm tính trong hành xử
./train/waves/VIVOSSPK37/VIVOSSPK37_097.wav,205080,thường thì kính bằng chất dẻo sẽ có tính năng chống va chạm tốt hơn bằng thủy tinh
./train/waves/VIVOSSPK08/VIVOSSPK08_R006.wav,96044,khi sơn trên các mặt bằng phẳng
./train/waves/VIVOSSPK24/VIVOSSPK24_021.wav,160080,tôi đã thấy qua cháu mình hình ảnh giới trẻ không bàng quan với sự kiện đất nước
./train/waves/VIVOSSPK35/VIVOSSPK35_072.wav,548080,một cửa sổ lồi nơi bàn ăn giúp đem thêm ánh sáng vào và nới rộng không gian trong nhà và cảnh quan cây cỏ xanh tươi bên ngoài
./train/waves/VIVOSSPK17/VIVOSSPK17_128.wav,99080,phương pháp tinh thần với vấn đề lão hóa
./train/waves/VIVOSSPK41/VIVOSSPK41_108.wav,102026,nhóm côn đồ sau đó đã tìm tới bệnh viện truy sát
./train/waves/VIVOSSPK01/VIVOSSPK01_R111.wav,140044,tôi sẽ không cố gắng để bán chúng hay trưng bày chúng nữa
./train/waves/VIVOSSPK44/VIVOSSPK44_263.wav,92026,cuộc mưu sinh ảnh của ngô xuân minh gửi dự thi
./train/waves/VIVOSSPK45/VIVOSSPK45_068.wav,127026,đó có phải là mẹo của hương để các đối thủ khinh địch không
./train/waves/VIVOSSPK12/VIVOSSPK12_R168.wav,122044,là một thợ rừng lâu năm ở chốn u minh này
./train/waves/VIVOSSPK07/VIVOSSPK07_R016.wav,82044,thủ tướng chỉ đạo
./train/waves/VIVOSSPK44/VIVOSSPK44_262.wav,114026,người ta nói gì không hiểu vừa nghe chữ đầu là đến chữ cuối
./train/waves/VIVOSSPK43/VIVOSSPK43_293.wav,82026,chi phí thời gian để thực hiện quy định của nhà nước
./train/waves/VIVOSSPK43/VIVOSSPK43_198.wav,96026,theo tôi chỉ có một câu trả lời chiều cao của tuyển thái lan
./train/waves/VIVOSSPK40/VIVOSSPK40_252.wav,146026,giá thị trường chỉ xuất hiện khi đã đạt được thỏa thuận của đôi bên
./train/waves/VIVOSSPK10/VIVOSSPK10_R014.wav,79044,đã được làm móng
./train/waves/VIVOSSPK24/VIVOSSPK24_085.wav,292080,thực ra từ bao năm nay sân khấu kịch hà nội phải đối mặt với một thực tế là khán giả không muốn đến rạp xem kịch nữa
./train/waves/VIVOSSPK22/VIVOSSPK22_041.wav,128080,ngày lặng gió khẽ khàng buông tiếng khóc
./train/waves/VIVOSSPK41/VIVOSSPK41_047.wav,90026,phóng sự ảnh về công trường khảo cổ tại khu ba đình
./train/waves/VIVOSSPK40/VIVOSSPK40_234.wav,136026,nếu đúng như vậy thì kênh truyền hình này quá coi thường khán giả
./train/waves/VIVOSSPK04/VIVOSSPK04_R144.wav,74044,nguồn năng lượng để bơm nước
./train/waves/VIVOSSPK06/VIVOSSPK06_T041.wav,110044,em có tin vào định mệnh không
./train/waves/VIVOSSPK08/VIVOSSPK08_R101.wav,106044,một bên còn có chiếc cọn nước rêu phong
./train/waves/VIVOSSPK41/VIVOSSPK41_198.wav,118026,người việt có thói quen hay nhìn lên trên xem cấp trên là tấm gương
./train/waves/VIVOSSPK02/VIVOSSPK02_R075.wav,153044,gặp nhóm khắc nghiệt là đủ chuyện chèn ép gièm pha rồi khinh khi
./train/waves/VIVOSSPK05/VIVOSSPK05_T016.wav,89044,con gái rất dễ thương
./train/waves/VIVOSSPK12/VIVOSSPK12_R184.wav,86044,nhưng cơ hội đã đến với cường
./train/waves/VIVOSSPK18/VIVOSSPK18_190.wav,64080,ngắm kỳ quan thế giới tại
./train/waves/VIVOSSPK35/VIVOSSPK35_176.wav,407080,nhưng thanh lý tiền bạc đôi khi còn ít đau đớn hơn sự ám ảnh giày vò tinh thần trước một cuộc sống mới
./train/waves/VIVOSSPK34/VIVOSSPK34_217.wav,190080,khách tham quan sẽ có cơ hội được tận mắt chứng kiến từng khâu đoạn trong việc sản xuất đồ gốm
./train/waves/VIVOSSPK41/VIVOSSPK41_154.wav,102026,ở nha trang khánh hòa giá phòng khách sạn tăng hơn so với ngày thường
./train/waves/VIVOSSPK43/VIVOSSPK43_253.wav,86026,trung thu năm ấy không hiểu sao chẳng ai tặng bánh cho ba
./train/waves/VIVOSSPK45/VIVOSSPK45_283.wav,106026,lại có thể yên tâm hơn để học hành làm việc
./train/waves/VIVOSSPK05/VIVOSSPK05_R130.wav,140044,vẫn chưa thấy giăm bông trong cái bánh mì kẹp nhân này
./train/waves/VIVOSSPK26/VIVOSSPK26_180.wav,274080,hiện trường vụ cháy tại nhà máy tinh bột sắn hải lăng ảnh hiếu giang
./train/waves/VIVOSSPK12/VIVOSSPK12_R169.wav,158044,hồi sau mới dọa nạt để ép khách trả tiền với giá cắt cổ
./train/waves/VIVOSSPK13/VIVOSSPK13_085.wav,195080,xe đạp của một chị nông dân muộn phiên chợ sớm
./train/waves/VIVOSSPK18/VIVOSSPK18_089.wav,59080,trường tiểu học nguyễn trãi
./train/waves/VIVOSSPK17/VIVOSSPK17_105.wav,72080,đơn vị của ông chỉ là một xã
./train/waves/VIVOSSPK12/VIVOSSPK12_R046.wav,107044,giữa sới chọi một chiếc bàn đủ rộng
./train/waves/VIVOSSPK30/VIVOSSPK30_034.wav,272080,thông thường khi mang bầu vì mập ra đột ngột nên da ở phần bụng và mông đùi của các bà bầu thường bị rạn
./train/waves/VIVOSSPK04/VIVOSSPK04_R049.wav,80044,không ai khóc lắm sãi
./train/waves/VIVOSSPK03/VIVOSSPK03_T035.wav,66044,ở đây hút thuốc được không cô
./train/waves/VIVOSSPK34/VIVOSSPK34_297.wav,147080,khi cơ thể không bị mất nước bạn hoàn toàn yên tâm về việc duy trì sức khỏe của móng tay
./train/waves/VIVOSSPK09/VIVOSSPK09_T045.wav,96044,ở đây em chỉ có mình anh là chỗ dựa
./train/waves/VIVOSSPK01/VIVOSSPK01_R179.wav,86044,và ngăn ngừa các biến chứng
./train/waves/VIVOSSPK37/VIVOSSPK37_038.wav,181080,u biết cái cảnh ăn bám con cháu là nhục lắm cũng muốn ra đồng tham gia lao động
./train/waves/VIVOSSPK36/VIVOSSPK36_130.wav,211080,khám phá này mở đường cho việc phát triển các tế bào mới nhằm thay thế các tế bào tổn thương do bệnh hoặc do chấn thương cột sống
./train/waves/VIVOSSPK05/VIVOSSPK05_R175.wav,135044,bên trên là bức hoành phi có năm đại tự thếp vàng
./train/waves/VIVOSSPK33/VIVOSSPK33_081.wav,166080,bà hiểu những người tù mà không có người thăm thì sẽ buồn thế nào
./train/waves/VIVOSSPK08/VIVOSSPK08_R082.wav,104044,hai chú cháu gây gổ ì xèo xong việt đi ngủ
./train/waves/VIVOSSPK41/VIVOSSPK41_202.wav,112026,tuy nhiên năm người trong số này xin rút tên vì nhiều lý do
./train/waves/VIVOSSPK27/VIVOSSPK27_197.wav,197080,nhưng nó lại là biểu hiện của tình trạng thể chất không hoàn toàn khỏe mạnh
./train/waves/VIVOSSPK39/VIVOSSPK39_003.wav,232080,thường khách buổi sáng rất đông đa phần là công nhân và học sinh đi học nên thường khách phải đứng rất nhiều vì hết ghế
./train/waves/VIVOSSPK08/VIVOSSPK08_R032.wav,63044,đùa giỡn ngả ngớn
./train/waves/VIVOSSPK13/VIVOSSPK13_202.wav,102080,bốn năm sáu bảy tám
./train/waves/VIVOSSPK01/VIVOSSPK01_R199.wav,54044,được tìm thấy
